model,curve,x,y
Random Forest (unweighted),PR,0.6590909090909091,0.2636363636363636
Random Forest (unweighted),PR,0.6590909090909091,0.2648401826484018
Random Forest (unweighted),PR,0.6590909090909091,0.26605504587155965
Random Forest (unweighted),PR,0.6477272727272727,0.2626728110599078
Random Forest (unweighted),PR,0.6477272727272727,0.2638888888888889
Random Forest (unweighted),PR,0.6477272727272727,0.2651162790697674
Random Forest (unweighted),PR,0.6477272727272727,0.26635514018691586
Random Forest (unweighted),PR,0.6477272727272727,0.2676056338028169
Random Forest (unweighted),PR,0.6477272727272727,0.2688679245283019
Random Forest (unweighted),PR,0.6477272727272727,0.27014218009478674
Random Forest (unweighted),PR,0.6477272727272727,0.2714285714285714
Random Forest (unweighted),PR,0.6477272727272727,0.2727272727272727
Random Forest (unweighted),PR,0.6477272727272727,0.27403846153846156
Random Forest (unweighted),PR,0.6477272727272727,0.2753623188405797
Random Forest (unweighted),PR,0.6477272727272727,0.2766990291262136
Random Forest (unweighted),PR,0.6477272727272727,0.2780487804878049
Random Forest (unweighted),PR,0.6477272727272727,0.27941176470588236
Random Forest (unweighted),PR,0.6477272727272727,0.28078817733990147
Random Forest (unweighted),PR,0.6363636363636364,0.27722772277227725
Random Forest (unweighted),PR,0.6363636363636364,0.27860696517412936
Random Forest (unweighted),PR,0.6363636363636364,0.28
Random Forest (unweighted),PR,0.6363636363636364,0.2814070351758794
Random Forest (unweighted),PR,0.6363636363636364,0.2828282828282828
Random Forest (unweighted),PR,0.6363636363636364,0.28426395939086296
Random Forest (unweighted),PR,0.6363636363636364,0.2857142857142857
Random Forest (unweighted),PR,0.6363636363636364,0.28717948717948716
Random Forest (unweighted),PR,0.6363636363636364,0.28865979381443296
Random Forest (unweighted),PR,0.6363636363636364,0.29015544041450775
Random Forest (unweighted),PR,0.6363636363636364,0.2916666666666667
Random Forest (unweighted),PR,0.6363636363636364,0.2931937172774869
Random Forest (unweighted),PR,0.6363636363636364,0.29473684210526313
Random Forest (unweighted),PR,0.625,0.291005291005291
Random Forest (unweighted),PR,0.625,0.2925531914893617
Random Forest (unweighted),PR,0.625,0.29411764705882354
Random Forest (unweighted),PR,0.625,0.2956989247311828
Random Forest (unweighted),PR,0.625,0.2972972972972973
Random Forest (unweighted),PR,0.625,0.29891304347826086
Random Forest (unweighted),PR,0.625,0.3005464480874317
Random Forest (unweighted),PR,0.625,0.3021978021978022
Random Forest (unweighted),PR,0.625,0.30386740331491713
Random Forest (unweighted),PR,0.625,0.3055555555555556
Random Forest (unweighted),PR,0.625,0.30726256983240224
Random Forest (unweighted),PR,0.6136363636363636,0.30337078651685395
Random Forest (unweighted),PR,0.6022727272727273,0.2994350282485876
Random Forest (unweighted),PR,0.5909090909090909,0.29545454545454547
Random Forest (unweighted),PR,0.5909090909090909,0.29714285714285715
Random Forest (unweighted),PR,0.5909090909090909,0.2988505747126437
Random Forest (unweighted),PR,0.5909090909090909,0.30057803468208094
Random Forest (unweighted),PR,0.5909090909090909,0.3023255813953488
Random Forest (unweighted),PR,0.5795454545454546,0.2982456140350877
Random Forest (unweighted),PR,0.5795454545454546,0.3
Random Forest (unweighted),PR,0.5795454545454546,0.30177514792899407
Random Forest (unweighted),PR,0.5795454545454546,0.30357142857142855
Random Forest (unweighted),PR,0.5795454545454546,0.30538922155688625
Random Forest (unweighted),PR,0.5795454545454546,0.3072289156626506
Random Forest (unweighted),PR,0.5795454545454546,0.3090909090909091
Random Forest (unweighted),PR,0.5795454545454546,0.31097560975609756
Random Forest (unweighted),PR,0.5795454545454546,0.3128834355828221
Random Forest (unweighted),PR,0.5795454545454546,0.3148148148148148
Random Forest (unweighted),PR,0.5795454545454546,0.3167701863354037
Random Forest (unweighted),PR,0.5795454545454546,0.31875
Random Forest (unweighted),PR,0.5795454545454546,0.32075471698113206
Random Forest (unweighted),PR,0.5795454545454546,0.3227848101265823
Random Forest (unweighted),PR,0.5681818181818182,0.3184713375796178
Random Forest (unweighted),PR,0.5568181818181818,0.3141025641025641
Random Forest (unweighted),PR,0.5568181818181818,0.3161290322580645
Random Forest (unweighted),PR,0.5454545454545454,0.3116883116883117
Random Forest (unweighted),PR,0.5454545454545454,0.3137254901960784
Random Forest (unweighted),PR,0.5454545454545454,0.3157894736842105
Random Forest (unweighted),PR,0.5454545454545454,0.31788079470198677
Random Forest (unweighted),PR,0.5454545454545454,0.32
Random Forest (unweighted),PR,0.5454545454545454,0.3221476510067114
Random Forest (unweighted),PR,0.5454545454545454,0.32432432432432434
Random Forest (unweighted),PR,0.5454545454545454,0.32653061224489793
Random Forest (unweighted),PR,0.5340909090909091,0.3219178082191781
Random Forest (unweighted),PR,0.5340909090909091,0.32413793103448274
Random Forest (unweighted),PR,0.5340909090909091,0.3263888888888889
Random Forest (unweighted),PR,0.5340909090909091,0.32867132867132864
Random Forest (unweighted),PR,0.5340909090909091,0.33098591549295775
Random Forest (unweighted),PR,0.5227272727272727,0.3262411347517731
Random Forest (unweighted),PR,0.5227272727272727,0.32857142857142857
Random Forest (unweighted),PR,0.5227272727272727,0.33093525179856115
Random Forest (unweighted),PR,0.5227272727272727,0.3333333333333333
Random Forest (unweighted),PR,0.5227272727272727,0.3357664233576642
Random Forest (unweighted),PR,0.5113636363636364,0.33088235294117646
Random Forest (unweighted),PR,0.5,0.32592592592592595
Random Forest (unweighted),PR,0.48863636363636365,0.3208955223880597
Random Forest (unweighted),PR,0.48863636363636365,0.3233082706766917
Random Forest (unweighted),PR,0.4772727272727273,0.3181818181818182
Random Forest (unweighted),PR,0.4659090909090909,0.31297709923664124
Random Forest (unweighted),PR,0.4659090909090909,0.3153846153846154
Random Forest (unweighted),PR,0.4659090909090909,0.3178294573643411
Random Forest (unweighted),PR,0.4659090909090909,0.3203125
Random Forest (unweighted),PR,0.4659090909090909,0.3228346456692913
Random Forest (unweighted),PR,0.45454545454545453,0.31746031746031744
Random Forest (unweighted),PR,0.45454545454545453,0.32
Random Forest (unweighted),PR,0.4431818181818182,0.31451612903225806
Random Forest (unweighted),PR,0.4318181818181818,0.3089430894308943
Random Forest (unweighted),PR,0.42045454545454547,0.30327868852459017
Random Forest (unweighted),PR,0.42045454545454547,0.30578512396694213
Random Forest (unweighted),PR,0.42045454545454547,0.30833333333333335
Random Forest (unweighted),PR,0.42045454545454547,0.31092436974789917
Random Forest (unweighted),PR,0.42045454545454547,0.3135593220338983
Random Forest (unweighted),PR,0.4090909090909091,0.3076923076923077
Random Forest (unweighted),PR,0.4090909090909091,0.3103448275862069
Random Forest (unweighted),PR,0.4090909090909091,0.3130434782608696
Random Forest (unweighted),PR,0.4090909090909091,0.3157894736842105
Random Forest (unweighted),PR,0.4090909090909091,0.3185840707964602
Random Forest (unweighted),PR,0.4090909090909091,0.32142857142857145
Random Forest (unweighted),PR,0.4090909090909091,0.32432432432432434
Random Forest (unweighted),PR,0.4090909090909091,0.32727272727272727
Random Forest (unweighted),PR,0.4090909090909091,0.3302752293577982
Random Forest (unweighted),PR,0.4090909090909091,0.3333333333333333
Random Forest (unweighted),PR,0.4090909090909091,0.3364485981308411
Random Forest (unweighted),PR,0.4090909090909091,0.33962264150943394
Random Forest (unweighted),PR,0.4090909090909091,0.34285714285714286
Random Forest (unweighted),PR,0.3977272727272727,0.33653846153846156
Random Forest (unweighted),PR,0.3977272727272727,0.33980582524271846
Random Forest (unweighted),PR,0.38636363636363635,0.3333333333333333
Random Forest (unweighted),PR,0.375,0.32673267326732675
Random Forest (unweighted),PR,0.36363636363636365,0.32
Random Forest (unweighted),PR,0.36363636363636365,0.32323232323232326
Random Forest (unweighted),PR,0.3522727272727273,0.3163265306122449
Random Forest (unweighted),PR,0.3522727272727273,0.31958762886597936
Random Forest (unweighted),PR,0.3522727272727273,0.3229166666666667
Random Forest (unweighted),PR,0.3522727272727273,0.3263157894736842
Random Forest (unweighted),PR,0.3522727272727273,0.32978723404255317
Random Forest (unweighted),PR,0.3522727272727273,0.3333333333333333
Random Forest (unweighted),PR,0.3522727272727273,0.33695652173913043
Random Forest (unweighted),PR,0.3522727272727273,0.34065934065934067
Random Forest (unweighted),PR,0.3522727272727273,0.34444444444444444
Random Forest (unweighted),PR,0.3409090909090909,0.33707865168539325
Random Forest (unweighted),PR,0.32954545454545453,0.32954545454545453
Random Forest (unweighted),PR,0.3181818181818182,0.3218390804597701
Random Forest (unweighted),PR,0.3181818181818182,0.32558139534883723
Random Forest (unweighted),PR,0.3068181818181818,0.3176470588235294
Random Forest (unweighted),PR,0.29545454545454547,0.30952380952380953
Random Forest (unweighted),PR,0.29545454545454547,0.3132530120481928
Random Forest (unweighted),PR,0.29545454545454547,0.3170731707317073
Random Forest (unweighted),PR,0.29545454545454547,0.32098765432098764
Random Forest (unweighted),PR,0.29545454545454547,0.325
Random Forest (unweighted),PR,0.2840909090909091,0.31645569620253167
Random Forest (unweighted),PR,0.2840909090909091,0.32051282051282054
Random Forest (unweighted),PR,0.2840909090909091,0.3246753246753247
Random Forest (unweighted),PR,0.2840909090909091,0.32894736842105265
Random Forest (unweighted),PR,0.2840909090909091,0.3333333333333333
Random Forest (unweighted),PR,0.2727272727272727,0.32432432432432434
Random Forest (unweighted),PR,0.2727272727272727,0.3287671232876712
Random Forest (unweighted),PR,0.26136363636363635,0.3194444444444444
Random Forest (unweighted),PR,0.26136363636363635,0.323943661971831
Random Forest (unweighted),PR,0.25,0.3142857142857143
Random Forest (unweighted),PR,0.25,0.3188405797101449
Random Forest (unweighted),PR,0.25,0.3235294117647059
Random Forest (unweighted),PR,0.25,0.3283582089552239
Random Forest (unweighted),PR,0.25,0.3333333333333333
Random Forest (unweighted),PR,0.25,0.3384615384615385
Random Forest (unweighted),PR,0.25,0.34375
Random Forest (unweighted),PR,0.25,0.3492063492063492
Random Forest (unweighted),PR,0.25,0.3548387096774194
Random Forest (unweighted),PR,0.23863636363636365,0.3442622950819672
Random Forest (unweighted),PR,0.23863636363636365,0.35
Random Forest (unweighted),PR,0.22727272727272727,0.3389830508474576
Random Forest (unweighted),PR,0.22727272727272727,0.3448275862068966
Random Forest (unweighted),PR,0.22727272727272727,0.3508771929824561
Random Forest (unweighted),PR,0.22727272727272727,0.35714285714285715
Random Forest (unweighted),PR,0.22727272727272727,0.36363636363636365
Random Forest (unweighted),PR,0.22727272727272727,0.37037037037037035
Random Forest (unweighted),PR,0.2159090909090909,0.3584905660377358
Random Forest (unweighted),PR,0.2159090909090909,0.36538461538461536
Random Forest (unweighted),PR,0.20454545454545456,0.35294117647058826
Random Forest (unweighted),PR,0.20454545454545456,0.36
Random Forest (unweighted),PR,0.19318181818181818,0.3469387755102041
Random Forest (unweighted),PR,0.19318181818181818,0.3541666666666667
Random Forest (unweighted),PR,0.19318181818181818,0.3617021276595745
Random Forest (unweighted),PR,0.19318181818181818,0.3695652173913043
Random Forest (unweighted),PR,0.19318181818181818,0.37777777777777777
Random Forest (unweighted),PR,0.18181818181818182,0.36363636363636365
Random Forest (unweighted),PR,0.18181818181818182,0.37209302325581395
Random Forest (unweighted),PR,0.17045454545454544,0.35714285714285715
Random Forest (unweighted),PR,0.17045454545454544,0.36585365853658536
Random Forest (unweighted),PR,0.17045454545454544,0.375
Random Forest (unweighted),PR,0.1590909090909091,0.358974358974359
Random Forest (unweighted),PR,0.1590909090909091,0.3684210526315789
Random Forest (unweighted),PR,0.1590909090909091,0.3783783783783784
Random Forest (unweighted),PR,0.14772727272727273,0.3611111111111111
Random Forest (unweighted),PR,0.14772727272727273,0.37142857142857144
Random Forest (unweighted),PR,0.14772727272727273,0.38235294117647056
Random Forest (unweighted),PR,0.14772727272727273,0.3939393939393939
Random Forest (unweighted),PR,0.14772727272727273,0.40625
Random Forest (unweighted),PR,0.14772727272727273,0.41935483870967744
Random Forest (unweighted),PR,0.13636363636363635,0.4
Random Forest (unweighted),PR,0.13636363636363635,0.41379310344827586
Random Forest (unweighted),PR,0.13636363636363635,0.42857142857142855
Random Forest (unweighted),PR,0.125,0.4074074074074074
Random Forest (unweighted),PR,0.125,0.4230769230769231
Random Forest (unweighted),PR,0.125,0.44
Random Forest (unweighted),PR,0.11363636363636363,0.4166666666666667
Random Forest (unweighted),PR,0.11363636363636363,0.43478260869565216
Random Forest (unweighted),PR,0.11363636363636363,0.45454545454545453
Random Forest (unweighted),PR,0.10227272727272728,0.42857142857142855
Random Forest (unweighted),PR,0.10227272727272728,0.45
Random Forest (unweighted),PR,0.09090909090909091,0.42105263157894735
Random Forest (unweighted),PR,0.09090909090909091,0.4444444444444444
Random Forest (unweighted),PR,0.07954545454545454,0.4117647058823529
Random Forest (unweighted),PR,0.07954545454545454,0.4375
Random Forest (unweighted),PR,0.07954545454545454,0.4666666666666667
Random Forest (unweighted),PR,0.06818181818181818,0.42857142857142855
Random Forest (unweighted),PR,0.056818181818181816,0.38461538461538464
Random Forest (unweighted),PR,0.045454545454545456,0.3333333333333333
Random Forest (unweighted),PR,0.045454545454545456,0.36363636363636365
Random Forest (unweighted),PR,0.045454545454545456,0.4
Random Forest (unweighted),PR,0.045454545454545456,0.4444444444444444
Random Forest (unweighted),PR,0.045454545454545456,0.5
Random Forest (unweighted),PR,0.03409090909090909,0.42857142857142855
Random Forest (unweighted),PR,0.03409090909090909,0.5
Random Forest (unweighted),PR,0.022727272727272728,0.4
Random Forest (unweighted),PR,0.022727272727272728,0.5
Random Forest (unweighted),PR,0.022727272727272728,0.6666666666666666
Random Forest (unweighted),PR,0.011363636363636364,0.5
Random Forest (unweighted),PR,0.011363636363636364,1.0
Random Forest (unweighted),PR,0.0,1.0
Histogram Gradient Boosting (unweighted),ROC,0.0,0.0
Histogram Gradient Boosting (unweighted),ROC,0.0010964912280701754,0.0
Histogram Gradient Boosting (unweighted),ROC,0.0043859649122807015,0.0
Histogram Gradient Boosting (unweighted),ROC,0.0043859649122807015,0.011363636363636364
Histogram Gradient Boosting (unweighted),ROC,0.005482456140350877,0.011363636363636364
Histogram Gradient Boosting (unweighted),ROC,0.005482456140350877,0.022727272727272728
Histogram Gradient Boosting (unweighted),ROC,0.006578947368421052,0.022727272727272728
Histogram Gradient Boosting (unweighted),ROC,0.006578947368421052,0.03409090909090909
Histogram Gradient Boosting (unweighted),ROC,0.009868421052631578,0.03409090909090909
Histogram Gradient Boosting (unweighted),ROC,0.009868421052631578,0.045454545454545456
Histogram Gradient Boosting (unweighted),ROC,0.01206140350877193,0.045454545454545456
Histogram Gradient Boosting (unweighted),ROC,0.01206140350877193,0.06818181818181818
Histogram Gradient Boosting (unweighted),ROC,0.01425438596491228,0.06818181818181818
Histogram Gradient Boosting (unweighted),ROC,0.01425438596491228,0.07954545454545454
Histogram Gradient Boosting (unweighted),ROC,0.017543859649122806,0.07954545454545454
Histogram Gradient Boosting (unweighted),ROC,0.017543859649122806,0.09090909090909091
Histogram Gradient Boosting (unweighted),ROC,0.021929824561403508,0.09090909090909091
Histogram Gradient Boosting (unweighted),ROC,0.021929824561403508,0.11363636363636363
Histogram Gradient Boosting (unweighted),ROC,0.02412280701754386,0.11363636363636363
Histogram Gradient Boosting (unweighted),ROC,0.02412280701754386,0.125
Histogram Gradient Boosting (unweighted),ROC,0.027412280701754384,0.125
Histogram Gradient Boosting (unweighted),ROC,0.027412280701754384,0.13636363636363635
Histogram Gradient Boosting (unweighted),ROC,0.03289473684210526,0.13636363636363635
Histogram Gradient Boosting (unweighted),ROC,0.03289473684210526,0.14772727272727273
Histogram Gradient Boosting (unweighted),ROC,0.03399122807017544,0.14772727272727273
Histogram Gradient Boosting (unweighted),ROC,0.03399122807017544,0.1590909090909091
Histogram Gradient Boosting (unweighted),ROC,0.03618421052631579,0.1590909090909091
Histogram Gradient Boosting (unweighted),ROC,0.03618421052631579,0.17045454545454544
Histogram Gradient Boosting (unweighted),ROC,0.03728070175438596,0.17045454545454544
Histogram Gradient Boosting (unweighted),ROC,0.03728070175438596,0.18181818181818182
Histogram Gradient Boosting (unweighted),ROC,0.039473684210526314,0.18181818181818182
Histogram Gradient Boosting (unweighted),ROC,0.039473684210526314,0.20454545454545456
Histogram Gradient Boosting (unweighted),ROC,0.04057017543859649,0.20454545454545456
Histogram Gradient Boosting (unweighted),ROC,0.04057017543859649,0.2159090909090909
Histogram Gradient Boosting (unweighted),ROC,0.047149122807017545,0.2159090909090909
Histogram Gradient Boosting (unweighted),ROC,0.047149122807017545,0.22727272727272727
Histogram Gradient Boosting (unweighted),ROC,0.05482456140350877,0.22727272727272727
Histogram Gradient Boosting (unweighted),ROC,0.05482456140350877,0.23863636363636365
Histogram Gradient Boosting (unweighted),ROC,0.05592105263157895,0.23863636363636365
Histogram Gradient Boosting (unweighted),ROC,0.05592105263157895,0.2840909090909091
Histogram Gradient Boosting (unweighted),ROC,0.06140350877192982,0.2840909090909091
Histogram Gradient Boosting (unweighted),ROC,0.06140350877192982,0.29545454545454547
Histogram Gradient Boosting (unweighted),ROC,0.0625,0.29545454545454547
Histogram Gradient Boosting (unweighted),ROC,0.0625,0.3068181818181818
Histogram Gradient Boosting (unweighted),ROC,0.06578947368421052,0.3068181818181818
Histogram Gradient Boosting (unweighted),ROC,0.06578947368421052,0.3181818181818182
Histogram Gradient Boosting (unweighted),ROC,0.07017543859649122,0.3181818181818182
Histogram Gradient Boosting (unweighted),ROC,0.07017543859649122,0.32954545454545453
Histogram Gradient Boosting (unweighted),ROC,0.0712719298245614,0.32954545454545453
Histogram Gradient Boosting (unweighted),ROC,0.0712719298245614,0.3522727272727273
Histogram Gradient Boosting (unweighted),ROC,0.07785087719298246,0.3522727272727273
Histogram Gradient Boosting (unweighted),ROC,0.07785087719298246,0.36363636363636365
Histogram Gradient Boosting (unweighted),ROC,0.08114035087719298,0.36363636363636365
Histogram Gradient Boosting (unweighted),ROC,0.08114035087719298,0.375
Histogram Gradient Boosting (unweighted),ROC,0.08223684210526316,0.375
Histogram Gradient Boosting (unweighted),ROC,0.08223684210526316,0.3977272727272727
Histogram Gradient Boosting (unweighted),ROC,0.08333333333333333,0.3977272727272727
Histogram Gradient Boosting (unweighted),ROC,0.08333333333333333,0.4090909090909091
Histogram Gradient Boosting (unweighted),ROC,0.08552631578947369,0.4090909090909091
Histogram Gradient Boosting (unweighted),ROC,0.08552631578947369,0.42045454545454547
Histogram Gradient Boosting (unweighted),ROC,0.09649122807017543,0.42045454545454547
Histogram Gradient Boosting (unweighted),ROC,0.09649122807017543,0.4318181818181818
Histogram Gradient Boosting (unweighted),ROC,0.09758771929824561,0.4318181818181818
Histogram Gradient Boosting (unweighted),ROC,0.09758771929824561,0.45454545454545453
Histogram Gradient Boosting (unweighted),ROC,0.09978070175438597,0.45454545454545453
Histogram Gradient Boosting (unweighted),ROC,0.09978070175438597,0.4659090909090909
Histogram Gradient Boosting (unweighted),ROC,0.1118421052631579,0.4659090909090909
Histogram Gradient Boosting (unweighted),ROC,0.1118421052631579,0.4772727272727273
Histogram Gradient Boosting (unweighted),ROC,0.1206140350877193,0.4772727272727273
Histogram Gradient Boosting (unweighted),ROC,0.1206140350877193,0.48863636363636365
Histogram Gradient Boosting (unweighted),ROC,0.12280701754385964,0.48863636363636365
Histogram Gradient Boosting (unweighted),ROC,0.12280701754385964,0.5
Histogram Gradient Boosting (unweighted),ROC,0.13486842105263158,0.5
Histogram Gradient Boosting (unweighted),ROC,0.13486842105263158,0.5227272727272727
Histogram Gradient Boosting (unweighted),ROC,0.13596491228070176,0.5227272727272727
Histogram Gradient Boosting (unweighted),ROC,0.13596491228070176,0.5454545454545454
Histogram Gradient Boosting (unweighted),ROC,0.13706140350877194,0.5454545454545454
Histogram Gradient Boosting (unweighted),ROC,0.13706140350877194,0.5568181818181818
Histogram Gradient Boosting (unweighted),ROC,0.13925438596491227,0.5568181818181818
Histogram Gradient Boosting (unweighted),ROC,0.13925438596491227,0.5681818181818182
Histogram Gradient Boosting (unweighted),ROC,0.14583333333333334,0.5681818181818182
Histogram Gradient Boosting (unweighted),ROC,0.14583333333333334,0.5795454545454546
Histogram Gradient Boosting (unweighted),ROC,0.15679824561403508,0.5795454545454546
Histogram Gradient Boosting (unweighted),ROC,0.15679824561403508,0.5909090909090909
Histogram Gradient Boosting (unweighted),ROC,0.16337719298245615,0.5909090909090909
Histogram Gradient Boosting (unweighted),ROC,0.16337719298245615,0.6022727272727273
Histogram Gradient Boosting (unweighted),ROC,0.16447368421052633,0.6022727272727273
Histogram Gradient Boosting (unweighted),ROC,0.16447368421052633,0.6136363636363636
Histogram Gradient Boosting (unweighted),ROC,0.16557017543859648,0.6136363636363636
Histogram Gradient Boosting (unweighted),ROC,0.16557017543859648,0.625
Histogram Gradient Boosting (unweighted),ROC,0.17214912280701755,0.625
Histogram Gradient Boosting (unweighted),ROC,0.17214912280701755,0.6363636363636364
Histogram Gradient Boosting (unweighted),ROC,0.17763157894736842,0.6363636363636364
Histogram Gradient Boosting (unweighted),ROC,0.17763157894736842,0.6477272727272727
Histogram Gradient Boosting (unweighted),ROC,0.19517543859649122,0.6477272727272727
Histogram Gradient Boosting (unweighted),ROC,0.19517543859649122,0.6590909090909091
Histogram Gradient Boosting (unweighted),ROC,0.19956140350877194,0.6590909090909091
Histogram Gradient Boosting (unweighted),ROC,0.19956140350877194,0.6818181818181818
Histogram Gradient Boosting (unweighted),ROC,0.20285087719298245,0.6818181818181818
Histogram Gradient Boosting (unweighted),ROC,0.20285087719298245,0.6931818181818182
Histogram Gradient Boosting (unweighted),ROC,0.20614035087719298,0.6931818181818182
Histogram Gradient Boosting (unweighted),ROC,0.20614035087719298,0.7159090909090909
Histogram Gradient Boosting (unweighted),ROC,0.22039473684210525,0.7159090909090909
Histogram Gradient Boosting (unweighted),ROC,0.22039473684210525,0.7272727272727273
Histogram Gradient Boosting (unweighted),ROC,0.22807017543859648,0.7272727272727273
Histogram Gradient Boosting (unweighted),ROC,0.22807017543859648,0.7386363636363636
Histogram Gradient Boosting (unweighted),ROC,0.23355263157894737,0.7386363636363636
Histogram Gradient Boosting (unweighted),ROC,0.23355263157894737,0.75
Histogram Gradient Boosting (unweighted),ROC,0.25219298245614036,0.75
Histogram Gradient Boosting (unweighted),ROC,0.25219298245614036,0.7613636363636364
Histogram Gradient Boosting (unweighted),ROC,0.2598684210526316,0.7613636363636364
Histogram Gradient Boosting (unweighted),ROC,0.2598684210526316,0.7727272727272727
Histogram Gradient Boosting (unweighted),ROC,0.2730263157894737,0.7727272727272727
Histogram Gradient Boosting (unweighted),ROC,0.2730263157894737,0.7840909090909091
Histogram Gradient Boosting (unweighted),ROC,0.27631578947368424,0.7840909090909091
Histogram Gradient Boosting (unweighted),ROC,0.27631578947368424,0.7954545454545454
Histogram Gradient Boosting (unweighted),ROC,0.28618421052631576,0.7954545454545454
Histogram Gradient Boosting (unweighted),ROC,0.28618421052631576,0.8068181818181818
Histogram Gradient Boosting (unweighted),ROC,0.28728070175438597,0.8068181818181818
Histogram Gradient Boosting (unweighted),ROC,0.28728070175438597,0.8181818181818182
Histogram Gradient Boosting (unweighted),ROC,0.29714912280701755,0.8181818181818182
Histogram Gradient Boosting (unweighted),ROC,0.29714912280701755,0.8295454545454546
Histogram Gradient Boosting (unweighted),ROC,0.31798245614035087,0.8295454545454546
Histogram Gradient Boosting (unweighted),ROC,0.31798245614035087,0.8522727272727273
Histogram Gradient Boosting (unweighted),ROC,0.3256578947368421,0.8522727272727273
Histogram Gradient Boosting (unweighted),ROC,0.3256578947368421,0.8636363636363636
Histogram Gradient Boosting (unweighted),ROC,0.32785087719298245,0.8636363636363636
Histogram Gradient Boosting (unweighted),ROC,0.32785087719298245,0.875
Histogram Gradient Boosting (unweighted),ROC,0.3300438596491228,0.875
Histogram Gradient Boosting (unweighted),ROC,0.3300438596491228,0.8863636363636364
Histogram Gradient Boosting (unweighted),ROC,0.35526315789473684,0.8863636363636364
Histogram Gradient Boosting (unweighted),ROC,0.35526315789473684,0.8977272727272727
Histogram Gradient Boosting (unweighted),ROC,0.44298245614035087,0.8977272727272727
Histogram Gradient Boosting (unweighted),ROC,0.44298245614035087,0.9090909090909091
Histogram Gradient Boosting (unweighted),ROC,0.47149122807017546,0.9090909090909091
Histogram Gradient Boosting (unweighted),ROC,0.47149122807017546,0.9204545454545454
Histogram Gradient Boosting (unweighted),ROC,0.5274122807017544,0.9204545454545454
Histogram Gradient Boosting (unweighted),ROC,0.5274122807017544,0.9318181818181818
Histogram Gradient Boosting (unweighted),ROC,0.5570175438596491,0.9318181818181818
Histogram Gradient Boosting (unweighted),ROC,0.5570175438596491,0.9431818181818182
Histogram Gradient Boosting (unweighted),ROC,0.7050438596491229,0.9431818181818182
Histogram Gradient Boosting (unweighted),ROC,0.7050438596491229,0.9545454545454546
Histogram Gradient Boosting (unweighted),ROC,0.7949561403508771,0.9545454545454546
Histogram Gradient Boosting (unweighted),ROC,0.7949561403508771,0.9659090909090909
Histogram Gradient Boosting (unweighted),ROC,0.8114035087719298,0.9659090909090909
Histogram Gradient Boosting (unweighted),ROC,0.8114035087719298,0.9772727272727273
Histogram Gradient Boosting (unweighted),ROC,0.881578947368421,0.9772727272727273
Histogram Gradient Boosting (unweighted),ROC,0.881578947368421,0.9886363636363636
Histogram Gradient Boosting (unweighted),ROC,0.9429824561403509,0.9886363636363636
Histogram Gradient Boosting (unweighted),ROC,0.9429824561403509,1.0
Histogram Gradient Boosting (unweighted),ROC,1.0,1.0
Histogram Gradient Boosting (unweighted),PR,1.0,0.088
Histogram Gradient Boosting (unweighted),PR,1.0,0.08808808808808809
Histogram Gradient Boosting (unweighted),PR,1.0,0.08817635270541083
Histogram Gradient Boosting (unweighted),PR,1.0,0.08826479438314945
Histogram Gradient Boosting (unweighted),PR,1.0,0.08835341365461848
Histogram Gradient Boosting (unweighted),PR,1.0,0.08844221105527639
Histogram Gradient Boosting (unweighted),PR,1.0,0.08853118712273642
Histogram Gradient Boosting (unweighted),PR,1.0,0.08862034239677745
Histogram Gradient Boosting (unweighted),PR,1.0,0.08870967741935484
Histogram Gradient Boosting (unweighted),PR,1.0,0.08879919273461151
Histogram Gradient Boosting (unweighted),PR,1.0,0.08888888888888889
Histogram Gradient Boosting (unweighted),PR,1.0,0.08897876643073811
Histogram Gradient Boosting (unweighted),PR,1.0,0.08906882591093117
Histogram Gradient Boosting (unweighted),PR,1.0,0.08915906788247213
Histogram Gradient Boosting (unweighted),PR,1.0,0.08924949290060852
Histogram Gradient Boosting (unweighted),PR,1.0,0.08934010152284264
Histogram Gradient Boosting (unweighted),PR,1.0,0.08943089430894309
Histogram Gradient Boosting (unweighted),PR,1.0,0.08952187182095625
Histogram Gradient Boosting (unweighted),PR,1.0,0.08961303462321792
Histogram Gradient Boosting (unweighted),PR,1.0,0.08970438328236494
Histogram Gradient Boosting (unweighted),PR,1.0,0.08979591836734693
Histogram Gradient Boosting (unweighted),PR,1.0,0.0898876404494382
Histogram Gradient Boosting (unweighted),PR,1.0,0.08997955010224949
Histogram Gradient Boosting (unweighted),PR,1.0,0.09007164790174002
Histogram Gradient Boosting (unweighted),PR,1.0,0.09016393442622951
Histogram Gradient Boosting (unweighted),PR,1.0,0.09025641025641026
Histogram Gradient Boosting (unweighted),PR,1.0,0.09034907597535935
Histogram Gradient Boosting (unweighted),PR,1.0,0.09044193216855087
Histogram Gradient Boosting (unweighted),PR,1.0,0.09053497942386832
Histogram Gradient Boosting (unweighted),PR,1.0,0.09062821833161688
Histogram Gradient Boosting (unweighted),PR,1.0,0.09072164948453608
Histogram Gradient Boosting (unweighted),PR,1.0,0.09081527347781218
Histogram Gradient Boosting (unweighted),PR,1.0,0.09090909090909091
Histogram Gradient Boosting (unweighted),PR,1.0,0.09100310237849017
Histogram Gradient Boosting (unweighted),PR,1.0,0.09109730848861283
Histogram Gradient Boosting (unweighted),PR,1.0,0.09119170984455958
