model,curve,x,y
Logistic Regression (unweighted),ROC,0.08881578947368421,0.4090909090909091
Logistic Regression (unweighted),ROC,0.08881578947368421,0.42045454545454547
Logistic Regression (unweighted),ROC,0.09320175438596491,0.42045454545454547
Logistic Regression (unweighted),ROC,0.09320175438596491,0.4431818181818182
Logistic Regression (unweighted),ROC,0.10087719298245613,0.4431818181818182
Logistic Regression (unweighted),ROC,0.10087719298245613,0.45454545454545453
Logistic Regression (unweighted),ROC,0.10307017543859649,0.45454545454545453
Logistic Regression (unweighted),ROC,0.10307017543859649,0.4772727272727273
Logistic Regression (unweighted),ROC,0.11513157894736842,0.4772727272727273
Logistic Regression (unweighted),ROC,0.11513157894736842,0.48863636363636365
Logistic Regression (unweighted),ROC,0.11732456140350878,0.48863636363636365
Logistic Regression (unweighted),ROC,0.11732456140350878,0.5
Logistic Regression (unweighted),ROC,0.13267543859649122,0.5
Logistic Regression (unweighted),ROC,0.13267543859649122,0.5113636363636364
Logistic Regression (unweighted),ROC,0.1337719298245614,0.5113636363636364
Logistic Regression (unweighted),ROC,0.1337719298245614,0.5227272727272727
Logistic Regression (unweighted),ROC,0.13925438596491227,0.5227272727272727
Logistic Regression (unweighted),ROC,0.13925438596491227,0.5454545454545454
Logistic Regression (unweighted),ROC,0.14692982456140352,0.5454545454545454
Logistic Regression (unweighted),ROC,0.14692982456140352,0.5568181818181818
Logistic Regression (unweighted),ROC,0.15570175438596492,0.5568181818181818
Logistic Regression (unweighted),ROC,0.15570175438596492,0.5681818181818182
Logistic Regression (unweighted),ROC,0.1600877192982456,0.5681818181818182
Logistic Regression (unweighted),ROC,0.1600877192982456,0.5795454545454546
Logistic Regression (unweighted),ROC,0.17105263157894737,0.5795454545454546
Logistic Regression (unweighted),ROC,0.17105263157894737,0.5909090909090909
Logistic Regression (unweighted),ROC,0.1787280701754386,0.5909090909090909
Logistic Regression (unweighted),ROC,0.1787280701754386,0.6022727272727273
Logistic Regression (unweighted),ROC,0.18201754385964913,0.6022727272727273
Logistic Regression (unweighted),ROC,0.18201754385964913,0.6136363636363636
Logistic Regression (unweighted),ROC,0.19407894736842105,0.6136363636363636
Logistic Regression (unweighted),ROC,0.19407894736842105,0.6363636363636364
Logistic Regression (unweighted),ROC,0.2138157894736842,0.6363636363636364
Logistic Regression (unweighted),ROC,0.2138157894736842,0.6477272727272727
Logistic Regression (unweighted),ROC,0.2149122807017544,0.6477272727272727
Logistic Regression (unweighted),ROC,0.2149122807017544,0.6590909090909091
Logistic Regression (unweighted),ROC,0.21820175438596492,0.6590909090909091
Logistic Regression (unweighted),ROC,0.21820175438596492,0.6704545454545454
Logistic Regression (unweighted),ROC,0.22478070175438597,0.6704545454545454
Logistic Regression (unweighted),ROC,0.22478070175438597,0.6818181818181818
Logistic Regression (unweighted),ROC,0.23135964912280702,0.6818181818181818
Logistic Regression (unweighted),ROC,0.23135964912280702,0.6931818181818182
Logistic Regression (unweighted),ROC,0.25109649122807015,0.6931818181818182
Logistic Regression (unweighted),ROC,0.25109649122807015,0.7159090909090909
Logistic Regression (unweighted),ROC,0.2730263157894737,0.7159090909090909
Logistic Regression (unweighted),ROC,0.2730263157894737,0.7272727272727273
Logistic Regression (unweighted),ROC,0.27631578947368424,0.7272727272727273
